Strategy,Future.ID,REGION,COMMODITY,TECHNOLOGY,EMISSION,YEAR,TIMESLICE,MODE_OF_OPERATION,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,STORAGEINTRADAY,STORAGEINTRAYEAR,UDC,AnnualTechnologyEmission,NewCapacity,TotalTechnologyAnnualActivity,TotalCapacityAnnual,AnnualVariableOperatingCost,CapitalInvestmentStorage,CapitalInvestment,AnnualFixedOperatingCost
Scenario1,0,RE1,,PWRWND011,CO2,2043,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRWND011,CO2,2044,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRWND011,CO2,2045,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRWND011,CO2,2046,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRWND011,CO2,2047,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRWND011,CO2,2048,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRWND011,CO2,2049,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRWND011,CO2,2050,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2019,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2020,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2021,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2022,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2023,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2024,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2025,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2026,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2027,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2028,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2029,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2030,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2031,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2032,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2033,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2034,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2035,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2036,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2037,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2038,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2039,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2040,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2041,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2042,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2043,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2044,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2045,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2046,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2047,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2048,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2049,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BACKSTOP,,2050,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BESS_TECH,,2019,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BESS_TECH,,2020,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BESS_TECH,,2021,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BESS_TECH,,2022,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BESS_TECH,,2023,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,BESS_TECH,,2024,,,,,,,,,,,,,,0.000315296928,,,
Scenario1,0,RE1,,BESS_TECH,,2025,,,,,,,,,,,,,,0.00053069690061592,,,
Scenario1,0,RE1,,BESS_TECH,,2026,,,,,,,,,,,,,,0.0005135224859249533,,,
Scenario1,0,RE1,,BESS_TECH,,2027,,,,,,,,,,,,,,0.0005388945728629165,,,
Scenario1,0,RE1,,BESS_TECH,,2028,,,,,,,,,,,,,,0.00047406541193487843,,,
Scenario1,0,RE1,,BESS_TECH,,2029,,,,,,,,,,,,,,0.0005913067317703948,,,
Scenario1,0,RE1,,BESS_TECH,,2030,,,,,,,,,,,,,,0.0006261756357811947,,,
Scenario1,0,RE1,,BESS_TECH,,2031,,,,,,,,,,,,,,0.0005593846679646389,,,
Scenario1,0,RE1,,BESS_TECH,,2032,,,,,,,,,,,,,,0.0006084848085887231,,,
Scenario1,0,RE1,,BESS_TECH,,2033,,,,,,,,,,,,,,0.000696165574151414,,,
Scenario1,0,RE1,,BESS_TECH,,2034,,,,,,,,,,,,,,0.0008501702300593932,,,
Scenario1,0,RE1,,BESS_TECH,,2035,,,,,,,,,,,,,,0.0008164292172138686,,,
Scenario1,0,RE1,,BESS_TECH,,2036,,,,,,,,,,,,,,0.0008464979727334143,,,
Scenario1,0,RE1,,BESS_TECH,,2037,,,,,,,,,,,,,,0.0009500719507840812,,,
Scenario1,0,RE1,,BESS_TECH,,2038,,,,,,,,,,,,,,0.0010274755504608743,,,
Scenario1,0,RE1,,BESS_TECH,,2039,,,,,,,,,,,,,,0.0011051416341319306,,,
Scenario1,0,RE1,,BESS_TECH,,2040,,,,,,,,,,,,,,0.0012477856507115278,,,
Scenario1,0,RE1,,BESS_TECH,,2041,,,,,,,,,,,,,,0.0013211646248497944,,,
Scenario1,0,RE1,,BESS_TECH,,2042,,,,,,,,,,,,,,0.001392316670433007,,,
Scenario1,0,RE1,,BESS_TECH,,2043,,,,,,,,,,,,,,0.0014592445867729236,,,
Scenario1,0,RE1,,BESS_TECH,,2044,,,,,,,,,,,,,,0.0016118107114988433,,,
Scenario1,0,RE1,,BESS_TECH,,2045,,,,,,,,,,,,,,0.0016650129940083307,,,
Scenario1,0,RE1,,BESS_TECH,,2046,,,,,,,,,,,,,,0.0018298060715503715,,,
Scenario1,0,RE1,,BESS_TECH,,2047,,,,,,,,,,,,,,0.0019413243008314192,,,
Scenario1,0,RE1,,BESS_TECH,,2048,,,,,,,,,,,,,,0.0021098937309454537,,,
Scenario1,0,RE1,,BESS_TECH,,2049,,,,,,,,,,,,,,0.0022335332717165436,,,
Scenario1,0,RE1,,BESS_TECH,,2050,,,,,,,,,,,,,,0.0023773728208125364,,,
Scenario1,0,RE1,,DEMCOMELC,,2019,,,,,,,,,,,,,,0.0006259099999999999,,,
Scenario1,0,RE1,,DEMCOMELC,,2020,,,,,,,,,,,,,,0.0006368599999999999,,,
Scenario1,0,RE1,,DEMCOMELC,,2021,,,,,,,,,,,,,,0.0006657799999999999,,,
Scenario1,0,RE1,,DEMCOMELC,,2022,,,,,,,,,,,,,,0.0006880200000000002,,,
Scenario1,0,RE1,,DEMCOMELC,,2023,,,,,,,,,,,,,,0.0007090300000000001,,,
Scenario1,0,RE1,,DEMCOMELC,,2024,,,,,,,,,,,,,,0.00073334,,,
Scenario1,0,RE1,,DEMCOMELC,,2025,,,,,,,,,,,,,,0.0007598199999999999,,,
Scenario1,0,RE1,,DEMCOMELC,,2026,,,,,,,,,,,,,,0.0007876699999999999,,,
Scenario1,0,RE1,,DEMCOMELC,,2027,,,,,,,,,,,,,,0.0008331100000000001,,,
Scenario1,0,RE1,,DEMCOMELC,,2028,,,,,,,,,,,,,,0.0008813600000000002,,,
Scenario1,0,RE1,,DEMCOMELC,,2029,,,,,,,,,,,,,,0.00093642,,,
Scenario1,0,RE1,,DEMCOMELC,,2030,,,,,,,,,,,,,,0.0009955600000000004,,,
Scenario1,0,RE1,,DEMCOMELC,,2031,,,,,,,,,,,,,,0.00105109,,,
Scenario1,0,RE1,,DEMCOMELC,,2032,,,,,,,,,,,,,,0.00111262,,,
Scenario1,0,RE1,,DEMCOMELC,,2033,,,,,,,,,,,,,,0.00117512,,,
Scenario1,0,RE1,,DEMCOMELC,,2034,,,,,,,,,,,,,,0.00124181,,,
Scenario1,0,RE1,,DEMCOMELC,,2035,,,,,,,,,,,,,,0.0013119299999999998,,,
Scenario1,0,RE1,,DEMCOMELC,,2036,,,,,,,,,,,,,,0.00138332,,,
Scenario1,0,RE1,,DEMCOMELC,,2037,,,,,,,,,,,,,,0.0014635000000000004,,,
Scenario1,0,RE1,,DEMCOMELC,,2038,,,,,,,,,,,,,,0.0015471499999999995,,,
Scenario1,0,RE1,,DEMCOMELC,,2039,,,,,,,,,,,,,,0.0016358800000000001,,,
Scenario1,0,RE1,,DEMCOMELC,,2040,,,,,,,,,,,,,,0.0017299200000000005,,,
Scenario1,0,RE1,,DEMCOMELC,,2041,,,,,,,,,,,,,,0.0018291299999999991,,,
Scenario1,0,RE1,,DEMCOMELC,,2042,,,,,,,,,,,,,,0.0019322299999999998,,,
Scenario1,0,RE1,,DEMCOMELC,,2043,,,,,,,,,,,,,,0.0020420899999999994,,,
Scenario1,0,RE1,,DEMCOMELC,,2044,,,,,,,,,,,,,,0.002158200000000001,,,
Scenario1,0,RE1,,DEMCOMELC,,2045,,,,,,,,,,,,,,0.00228091,,,
Scenario1,0,RE1,,DEMCOMELC,,2046,,,,,,,,,,,,,,0.0024105899999999998,,,
Scenario1,0,RE1,,DEMCOMELC,,2047,,,,,,,,,,,,,,0.00254765,,,
Scenario1,0,RE1,,DEMCOMELC,,2048,,,,,,,,,,,,,,0.00269251,,,
Scenario1,0,RE1,,DEMCOMELC,,2049,,,,,,,,,,,,,,0.0028456,,,
Scenario1,0,RE1,,DEMCOMELC,,2050,,,,,,,,,,,,,,0.0030073899999999995,,,
Scenario1,0,RE1,,DEMINDELC,,2019,,,,,,,,,,,,,,0.00215631,,,
Scenario1,0,RE1,,DEMINDELC,,2020,,,,,,,,,,,,,,0.00219401,,,
Scenario1,0,RE1,,DEMINDELC,,2021,,,,,,,,,,,,,,0.0022936400000000004,,,
Scenario1,0,RE1,,DEMINDELC,,2022,,,,,,,,,,,,,,0.0023702699999999994,,,
Scenario1,0,RE1,,DEMINDELC,,2023,,,,,,,,,,,,,,0.0024426600000000006,,,
Scenario1,0,RE1,,DEMINDELC,,2024,,,,,,,,,,,,,,0.0025264000000000003,,,
Scenario1,0,RE1,,DEMINDELC,,2025,,,,,,,,,,,,,,0.0026176299999999997,,,
Scenario1,0,RE1,,DEMINDELC,,2026,,,,,,,,,,,,,,0.0027135600000000007,,,
Scenario1,0,RE1,,DEMINDELC,,2027,,,,,,,,,,,,,,0.0028701199999999994,,,
Scenario1,0,RE1,,DEMINDELC,,2028,,,,,,,,,,,,,,0.0030363399999999994,,,
Scenario1,0,RE1,,DEMINDELC,,2029,,,,,,,,,,,,,,0.0032260200000000004,,,
Scenario1,0,RE1,,DEMINDELC,,2030,,,,,,,,,,,,,,0.00342975,,,
Scenario1,0,RE1,,DEMINDELC,,2031,,,,,,,,,,,,,,0.003621079999999999,,,
Scenario1,0,RE1,,DEMINDELC,,2032,,,,,,,,,,,,,,0.00383305,,,
Scenario1,0,RE1,,DEMINDELC,,2033,,,,,,,,,,,,,,0.004048340000000001,,,
Scenario1,0,RE1,,DEMINDELC,,2034,,,,,,,,,,,,,,0.004278099999999999,,,
Scenario1,0,RE1,,DEMINDELC,,2035,,,,,,,,,,,,,,0.00451967,,,
Scenario1,0,RE1,,DEMINDELC,,2036,,,,,,,,,,,,,,0.004765610000000001,,,
Scenario1,0,RE1,,DEMINDELC,,2037,,,,,,,,,,,,,,0.005041819999999999,,,
Scenario1,0,RE1,,DEMINDELC,,2038,,,,,,,,,,,,,,0.00533002,,,
Scenario1,0,RE1,,DEMINDELC,,2039,,,,,,,,,,,,,,0.0056356900000000005,,,
Scenario1,0,RE1,,DEMINDELC,,2040,,,,,,,,,,,,,,0.005959650000000001,,,
Scenario1,0,RE1,,DEMINDELC,,2041,,,,,,,,,,,,,,0.00630147,,,
Scenario1,0,RE1,,DEMINDELC,,2042,,,,,,,,,,,,,,0.006656619999999999,,,
Scenario1,0,RE1,,DEMINDELC,,2043,,,,,,,,,,,,,,0.00703511,,,
Scenario1,0,RE1,,DEMINDELC,,2044,,,,,,,,,,,,,,0.007435099999999998,,,
Scenario1,0,RE1,,DEMINDELC,,2045,,,,,,,,,,,,,,0.007857850000000001,,,
Scenario1,0,RE1,,DEMINDELC,,2046,,,,,,,,,,,,,,0.008304629999999999,,,
Scenario1,0,RE1,,DEMINDELC,,2047,,,,,,,,,,,,,,0.008776810000000001,,,
Scenario1,0,RE1,,DEMINDELC,,2048,,,,,,,,,,,,,,0.009275839999999999,,,
Scenario1,0,RE1,,DEMINDELC,,2049,,,,,,,,,,,,,,0.009803240000000001,,,
Scenario1,0,RE1,,DEMINDELC,,2050,,,,,,,,,,,,,,0.010360630000000004,,,
Scenario1,0,RE1,,DEMRESELC,,2019,,,,,,,,,,,,,,0.00137907,,,
Scenario1,0,RE1,,DEMRESELC,,2020,,,,,,,,,,,,,,0.0014031799999999993,,,
Scenario1,0,RE1,,DEMRESELC,,2021,,,,,,,,,,,,,,0.0014669000000000004,,,
Scenario1,0,RE1,,DEMRESELC,,2022,,,,,,,,,,,,,,0.0015159099999999999,,,
Scenario1,0,RE1,,DEMRESELC,,2023,,,,,,,,,,,,,,0.0015622100000000003,,,
Scenario1,0,RE1,,DEMRESELC,,2024,,,,,,,,,,,,,,0.0016157700000000005,,,
Scenario1,0,RE1,,DEMRESELC,,2025,,,,,,,,,,,,,,0.00167411,,,
Scenario1,0,RE1,,DEMRESELC,,2026,,,,,,,,,,,,,,0.0017354699999999996,,,
Scenario1,0,RE1,,DEMRESELC,,2027,,,,,,,,,,,,,,0.0018356000000000008,,,
Scenario1,0,RE1,,DEMRESELC,,2028,,,,,,,,,,,,,,0.0019418999999999997,,,
Scenario1,0,RE1,,DEMRESELC,,2029,,,,,,,,,,,,,,0.0020632100000000007,,,
Scenario1,0,RE1,,DEMRESELC,,2030,,,,,,,,,,,,,,0.00219351,,,
Scenario1,0,RE1,,DEMRESELC,,2031,,,,,,,,,,,,,,0.0023158699999999994,,,
Scenario1,0,RE1,,DEMRESELC,,2032,,,,,,,,,,,,,,0.002451439999999999,,,
Scenario1,0,RE1,,DEMRESELC,,2033,,,,,,,,,,,,,,0.0025891300000000007,,,
Scenario1,0,RE1,,DEMRESELC,,2034,,,,,,,,,,,,,,0.0027360700000000006,,,
Scenario1,0,RE1,,DEMRESELC,,2035,,,,,,,,,,,,,,0.0028905699999999994,,,
Scenario1,0,RE1,,DEMRESELC,,2036,,,,,,,,,,,,,,0.00304786,,,
Scenario1,0,RE1,,DEMRESELC,,2037,,,,,,,,,,,,,,0.0032245099999999994,,,
Scenario1,0,RE1,,DEMRESELC,,2038,,,,,,,,,,,,,,0.0034088300000000007,,,
Scenario1,0,RE1,,DEMRESELC,,2039,,,,,,,,,,,,,,0.003604320000000001,,,
Scenario1,0,RE1,,DEMRESELC,,2040,,,,,,,,,,,,,,0.0038115199999999992,,,
Scenario1,0,RE1,,DEMRESELC,,2041,,,,,,,,,,,,,,0.004030119999999998,,,
Scenario1,0,RE1,,DEMRESELC,,2042,,,,,,,,,,,,,,0.00425727,,,
Scenario1,0,RE1,,DEMRESELC,,2043,,,,,,,,,,,,,,0.004499330000000002,,,
Scenario1,0,RE1,,DEMRESELC,,2044,,,,,,,,,,,,,,0.004755149999999999,,,
Scenario1,0,RE1,,DEMRESELC,,2045,,,,,,,,,,,,,,0.005025510000000002,,,
Scenario1,0,RE1,,DEMRESELC,,2046,,,,,,,,,,,,,,0.005311249999999998,,,
Scenario1,0,RE1,,DEMRESELC,,2047,,,,,,,,,,,,,,0.00561324,,,
Scenario1,0,RE1,,DEMRESELC,,2048,,,,,,,,,,,,,,0.005932389999999999,,,
Scenario1,0,RE1,,DEMRESELC,,2049,,,,,,,,,,,,,,0.0062697000000000004,,,
Scenario1,0,RE1,,DEMRESELC,,2050,,,,,,,,,,,,,,0.00662618,,,
Scenario1,0,RE1,,EXPELC,,2019,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2020,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2021,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2022,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2023,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2024,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2025,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2026,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2027,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2028,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2029,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2030,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2031,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2032,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2033,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2034,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2035,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2036,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2037,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2038,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2039,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2040,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2041,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2042,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2043,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2044,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2045,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2046,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2047,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2048,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2049,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,EXPELC,,2050,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2019,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2020,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2021,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2022,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2023,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2024,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2025,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2026,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2027,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2028,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2029,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2030,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2031,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2032,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2033,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2034,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2035,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2036,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2037,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2038,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2039,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2040,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2041,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2042,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2043,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2044,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2045,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2046,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2047,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2048,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2049,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPBIO,,2050,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2019,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2020,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2021,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2022,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2023,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2024,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2025,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2026,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2027,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2028,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2029,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2030,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2031,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2032,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2033,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2034,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2035,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2036,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2037,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2038,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2039,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2040,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2041,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2042,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2043,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2044,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2045,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2046,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2047,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2048,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2049,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPCOA,,2050,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPELC001,,2019,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPELC001,,2020,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPELC001,,2021,,,,,,,,,,,,,,0.0,,,
Scenario1,0,RE1,,IMPELC001,,2022,,,,,,,,,,,,,,43.87237402036511,,,
Scenario1,0,RE1,,IMPELC001,,2023,,,,,,,,,,,,,,47.84946528197192,,,
Scenario1,0,RE1,,IMPELC001,,2024,,,,,,,,,,,,,,60.12334775583319,,,
Scenario1,0,RE1,,IMPELC001,,2025,,,,,,,,,,,,,,43.447529564059145,,,
Scenario1,0,RE1,,IMPELC001,,2026,,,,,,,,,,,,,,1.3176274463792654,,,
Scenario1,0,RE1,,IMPELC001,,2027,,,,,,,,,,,,,,1.490928481928835,,,
Scenario1,0,RE1,,IMPELC001,,2028,,,,,,,,,,,,,,11.692968683405669,,,
Scenario1,0,RE1,,IMPELC001,,2029,,,,,,,,,,,,,,1.508855685862082,,,
Scenario1,0,RE1,,IMPELC001,,2030,,,,,,,,,,,,,,1.779634129118892,,,
Scenario1,0,RE1,,IMPELC001,,2031,,,,,,,,,,,,,,10.087433092396848,,,
Scenario1,0,RE1,,IMPELC001,,2032,,,,,,,,,,,,,,10.252813072937997,,,
Scenario1,0,RE1,,IMPELC001,,2033,,,,,,,,,,,,,,15.048800486392915,,,
Scenario1,0,RE1,,IMPELC001,,2034,,,,,,,,,,,,,,19.700607789500577,,,
Scenario1,0,RE1,,IMPELC001,,2035,,,,,,,,,,,,,,14.939002470102537,,,
Scenario1,0,RE1,,IMPELC001,,2036,,,,,,,,,,,,,,14.448923781270048,,,
Scenario1,0,RE1,,IMPELC001,,2037,,,,,,,,,,,,,,18.654781865340325,,,
Scenario1,0,RE1,,IMPELC001,,2038,,,,,,,,,,,,,,17.394051416068606,,,
Scenario1,0,RE1,,IMPELC001,,2039,,,,,,,,,,,,,,22.975436453448587,,,
Scenario1,0,RE1,,IMPELC001,,2040,,,,,,,,,,,,,,12.41671397847406,,,
Scenario1,0,RE1,,IMPELC001,,2041,,,,,,,,,,,,,,34.45235656813204,,,
Scenario1,0,RE1,,IMPELC001,,2042,,,,,,,,,,,,,,40.38222019958179,,,
Scenario1,0,RE1,,IMPELC001,,2043,,,,,,,,,,,,,,39.96347074252561,,,
Scenario1,0,RE1,,IMPELC001,,2044,,,,,,,,,,,,,,38.51469498726081,,,
Scenario1,0,RE1,,IMPELC001,,2045,,,,,,,,,,,,,,34.28208933932751,,,
Scenario1,0,RE1,,IMPELC001,,2046,,,,,,,,,,,,,,31.19951616795182,,,
